MARITAL_STATUS,STATE,CREDIT_BALANCE,CUSTOMER_TENURE,MORTGAGE_AMOUNT,BANK_FUNDS,NUM_DEPENDENTS,HAS_CHILDREN,INCOME,GENDER,PROFESSION,CREDIT_CARD_LIMITS,REGION,HOME_OWNERSHIP,NUM_ONLINE_TRANS,BUY_INSURANCE,MONTHLY_CHECKS,NUM_TRANS_KIOSK,AGE,MONEY_MONTLY_OVERDRAWN,TOTAL_AUTOM_PAYMENTS,NUM_TRANS_TELLER,CHECKING_BALANCE,NUM_TRANS_ATM,LTV_BIN,NUM_MORTGAGES,CAR_OWNERSHIP
SINGLE,New York,0,3,270,0,3,0,60604,M,Customer Service,1000,NorthEast,1,270,No,0,1,30,53.06,0,0,25,0,HIGH,1,1
DIVORCED,New York,0,4,4000,3200,3,1,76151,M,IT,2000,NorthEast,1,1200,Yes,4,1,36,54.88,1016,1,197,5,HIGH,1,1
MARRIED,New York,0,1,1010,0,1,0,69024,M,IT,1000,NorthEast,1,1010,No,0,1,27,53.19,0,1,25,3,HIGH,1,1
SINGLE,Michigan,0,4,0,0,6,0,57316,M,IT,1000,Midwest,0,0,No,1,1,29,54.82,0,1,25,5,LOW,0,0
SINGLE,New York,0,3,0,500,3,0,64158,M,IT,1000,NorthEast,0,0,No,10,1,20,53.05,190,2,182,2,LOW,0,1
SINGLE,New York,0,3,0,0,3,0,61461,M,Construction and Trades,1000,NorthEast,0,0,No,0,1,19,53.06,0,0,25,0,LOW,0,0
SINGLE,Michigan,0,3,600,600,3,1,59094,M,IT,1000,Midwest,1,600,Yes,3,1,22,53.12,113,2,25,2,MEDIUM,1,1
DIVORCED,Michigan,0,1,3000,3050,1,0,67681,F,IT,1000,Midwest,1,650,Yes,3,1,38,53.75,7478,1,25,4,HIGH,1,1
SINGLE,New York,0,3,250,0,3,0,65769,M,Healthcare,1000,NorthEast,1,250,No,0,1,20,53.06,0,0,25,0,HIGH,1,1
SINGLE,New York,0,3,308,0,3,1,68058,M,Healthcare,1000,NorthEast,1,308,No,0,1,21,53.06,0,0,25,0,MEDIUM,1,1
MARRIED,New York,0,3,1000,0,3,1,63768,M,Administrative and Clerical,1000,NorthEast,1,1000,No,1,1,30,53.08,0,0,25,1,MEDIUM,1,1
MARRIED,District of Columbia,0,3,760,750,3,1,71767,M,IT,1000,NorthEast,1,760,Yes,3,1,27,53.32,262,3,25,3,MEDIUM,1,1
SINGLE,New York,0,3,0,700,3,0,69914,M,IT,1000,NorthEast,0,0,Yes,13,1,23,53.58,172,3,78,4,MEDIUM,0,1
SINGLE,California,0,3,0,0,3,0,75341,M,Administrative and Clerical,1500,West,0,0,No,0,1,27,53.06,0,0,25,0,MEDIUM,0,0
DIVORCED,California,0,1,2500,700,1,0,74354,M,Transportation,2500,West,1,2500,No,0,1,41,53.06,0,3,25,0,VERY HIGH,1,1
MARRIED,Nevada,0,3,1000,500,3,0,61764,M,IT,1500,Southwest,1,1000,No,4,1,22,54.01,867,2,782,5,HIGH,1,1
MARRIED,Michigan,0,1,1000,450,1,1,67283,M,IT,1000,Midwest,1,1000,No,2,1,38,53.43,568,2,553,4,HIGH,1,1
MARRIED,New York,0,3,1100,850,3,0,80110,M,Customer Service,2500,NorthEast,1,1100,No,18,4,35,53.1,1035,3,897,2,HIGH,1,1
SINGLE,California,0,2,0,0,0,0,72206,M,Undefined,1500,West,0,0,No,1,4,28,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,New York,0,4,380,0,3,0,76897,M,Undefined,1500,NorthEast,1,380,No,0,4,28,53.06,0,0,25,0,HIGH,1,1
MARRIED,New York,0,3,1000,0,3,0,75552,M,Customer Service,1500,NorthEast,1,1000,No,8,4,22,53.08,172,1,159,1,HIGH,1,1
MARRIED,New York,0,1,1730,1700,1,1,58476,F,Undefined,2500,NorthEast,1,300,No,1,3,63,53.15,267,3,106,2,HIGH,1,1
SINGLE,Michigan,0,2,0,0,0,0,74025,M,Healthcare,1500,Midwest,0,0,No,0,4,0,53.06,508,0,25,0,LOW,0,1
SINGLE,New York,0,2,0,700,0,0,58850,M,Undefined,1300,NorthEast,0,0,No,0,4,0,53.09,1060,3,25,1,LOW,0,1
SINGLE,Florida,0,2,0,0,0,0,70576,M,Public Safety,1500,South,0,0,No,1,4,0,53.07,505,0,25,1,LOW,0,1
SINGLE,California,0,2,0,0,0,0,68368,M,IT,1500,West,0,0,No,1,4,0,53.07,521,0,25,1,LOW,0,1
SINGLE,California,0,2,0,0,0,0,56139,M,Healthcare,1500,West,0,0,No,1,4,0,53.08,660,0,25,1,LOW,0,1
SINGLE,New York,0,2,0,0,0,0,57093,M,Administrative and Clerical,1500,NorthEast,0,0,No,1,4,0,53.07,507,0,25,1,LOW,0,1
SINGLE,Oregon,0,2,0,2445,0,0,67740,M,Administrative and Clerical,600,West,0,545,No,4,0,31,53.16,1224,1,639,2,MEDIUM,0,1
DIVORCED,Michigan,0,3,3500,3000,3,1,65756,M,IT,1000,Midwest,2,550,Yes,2,0,25,54.25,1792,1,25,5,HIGH,2,1
MARRIED,Michigan,0,1,1500,2200,1,1,58653,F,Customer Service,900,Midwest,1,600,No,13,2,32,53.37,792,1,241,3,MEDIUM,1,1
DIVORCED,California,0,4,2600,4100,1,1,61912,F,Healthcare,1300,West,2,1300,Yes,4,0,32,55.85,2740,1,254,6,VERY HIGH,2,1
DIVORCED,Michigan,0,1,4500,5900,1,1,82049,F,Undefined,4000,Midwest,1,4500,No,2,2,44,53.79,2044,4,25,4,HIGH,1,1
MARRIED,New York,0,2,1000,300,3,0,63913,M,Undefined,500,NorthEast,1,1000,No,9,0,42,53.47,1744,3,971,4,HIGH,1,1
DIVORCED,Michigan,0,5,3000,5300,5,1,58142,F,Undefined,1500,Midwest,2,900,No,4,0,28,53.47,4664,4,4126,4,HIGH,2,1
SINGLE,California,0,2,0,0,0,0,64483,M,IT,900,West,0,0,No,0,3,0,53.06,509,0,25,0,LOW,0,1
SINGLE,New York,0,2,0,12600,0,1,62301,M,Administrative and Clerical,1500,NorthEast,0,2500,Yes,6,3,0,57.58,2703,4,25,6,LOW,0,1
DIVORCED,California,0,4,2500,2940,6,1,65653,M,Undefined,500,West,1,600,Yes,11,0,57,55.53,2673,1,25,6,MEDIUM,1,1
DIVORCED,California,0,1,3001,4200,1,1,62506,M,Undefined,1000,West,1,750,No,2,3,37,53.65,4972,1,4293,4,HIGH,1,1
DIVORCED,Nevada,0,5,2300,3797,5,1,60327,F,IT,500,Southwest,1,897,Yes,3,0,43,53.45,1069,1,27,4,MEDIUM,1,1
DIVORCED,New York,0,1,2000,3360,1,1,66548,M,Administrative and Clerical,1500,NorthEast,1,760,Yes,18,0,47,54.12,2807,4,1081,5,HIGH,1,1
MARRIED,New York,0,2,6500,0,2,0,69808,M,IT,900,NorthEast,1,6500,No,0,0,41,53.06,506,1,25,0,HIGH,1,1
SINGLE,Oregon,0,3,533,1100,3,1,59508,M,Undefined,500,West,1,533,Yes,16,0,34,53.09,633,3,25,1,MEDIUM,1,1
MARRIED,California,0,2,816,2550,0,1,64633,M,Construction and Trades,1500,West,1,600,No,3,0,0,53.1,721,2,154,2,LOW,1,1
DIVORCED,District of Columbia,0,1,3500,7000,1,1,69111,M,Administrative and Clerical,900,NorthEast,1,1400,No,3,0,44,52.75,2637,4,1333,2,HIGH,1,1
SINGLE,Oregon,0,3,0,0,3,0,71539,M,IT,1000,West,0,0,No,0,1,27,53.13,0,1,25,2,MEDIUM,0,0
MARRIED,Michigan,0,3,1100,450,3,1,58312,M,Healthcare,1000,Midwest,1,1100,No,17,2,27,53.63,143,2,25,4,MEDIUM,1,1
SINGLE,California,0,2,0,0,0,0,76507,M,Undefined,1500,West,0,0,No,1,1,0,53.06,0,0,25,0,LOW,0,0
MARRIED,California,0,3,700,400,3,0,59797,M,Undefined,600,West,1,700,No,2,2,31,53.0,1236,2,1208,2,HIGH,1,1
SINGLE,California,0,2,0,500,2,0,66793,M,Healthcare,1000,West,0,0,Yes,18,1,24,53.74,242,2,25,4,MEDIUM,0,1
MARRIED,California,0,3,700,0,3,0,67073,M,Customer Service,1000,West,1,700,No,13,2,25,53.11,151,1,140,2,HIGH,1,1
DIVORCED,New York,0,3,2180,1800,3,1,76005,M,Administrative and Clerical,1500,NorthEast,1,600,Yes,2,1,39,53.31,865,3,25,3,HIGH,1,1
MARRIED,California,0,1,1500,750,1,0,67962,F,IT,1500,West,1,1500,Yes,4,1,46,54.05,329,3,25,5,VERY HIGH,1,1
MARRIED,Michigan,0,1,700,0,1,0,64359,M,Construction and Trades,600,Midwest,1,700,No,0,1,45,53.06,0,0,25,0,HIGH,1,1
MARRIED,California,0,3,870,490,3,0,69162,M,Undefined,1000,West,1,870,Yes,2,1,24,54.01,238,2,25,5,HIGH,1,1
MARRIED,District of Columbia,0,1,1500,0,1,1,73646,F,IT,1500,NorthEast,2,1500,No,18,1,36,53.07,490,1,25,1,VERY HIGH,2,1
DIVORCED,Minnesota,0,1,2134,1700,1,1,61286,M,Childcare and Home,1500,West,1,2134,No,12,1,40,53.61,457,3,332,4,HIGH,1,1
SINGLE,New York,0,5,0,250,5,0,70960,F,IT,1000,NorthEast,0,0,Yes,4,2,23,53.04,0,2,25,2,LOW,0,0
MARRIED,New York,0,3,1200,0,3,0,69390,M,IT,1000,NorthEast,1,1200,No,1,3,23,53.07,0,1,25,1,HIGH,1,1
SINGLE,Colorado,0,3,0,500,3,0,59771,M,IT,700,West,0,0,No,3,4,32,52.99,275,2,183,2,LOW,0,1
SINGLE,Michigan,0,3,360,750,3,0,71516,M,IT,1000,Midwest,1,360,No,13,4,25,53.18,667,3,655,3,HIGH,1,1
MARRIED,Florida,0,3,1350,0,3,0,61771,M,Transportation,1000,South,1,1350,No,0,4,25,53.06,0,0,25,0,HIGH,1,1
MARRIED,Minnesota,0,5,5000,0,5,1,62589,F,IT,3500,West,1,5000,No,1,4,29,53.14,1649,1,1638,2,MEDIUM,1,1
WIDOWED,Missouri,0,5,5500,4590,5,1,53795,F,Undefined,3500,Midwest,1,5500,Yes,1,4,51,56.97,2968,1,25,6,MEDIUM,1,1
MARRIED,New York,0,3,800,550,3,0,69057,M,IT,1000,NorthEast,1,800,Yes,3,4,22,53.24,171,2,25,3,HIGH,1,1
SINGLE,Michigan,0,3,0,650,3,0,67817,M,IT,1000,Midwest,0,0,Yes,17,2,22,53.43,398,2,284,4,MEDIUM,0,1
SINGLE,California,0,3,300,0,3,0,74287,M,Undefined,1500,West,1,300,No,1,1,28,53.07,0,0,25,1,HIGH,1,1
DIVORCED,Michigan,0,1,3000,0,1,1,71680,M,Healthcare,1500,Midwest,1,3000,No,1,1,34,53.08,157,1,25,1,HIGH,1,1
DIVORCED,New York,0,4,2000,750,4,0,61987,M,IT,800,NorthEast,1,300,No,7,2,56,53.74,808,3,435,4,HIGH,1,1
MARRIED,New York,0,4,950,700,3,0,60693,M,Undefined,1500,NorthEast,1,950,Yes,13,1,28,53.38,141,3,25,3,HIGH,1,1
SINGLE,California,0,3,0,540,3,0,68654,M,IT,1000,West,0,0,Yes,17,1,21,53.39,246,2,25,4,MEDIUM,0,1
DIVORCED,California,36458,2,3500,4750,2,0,59861,F,Undefined,1000,West,1,850,No,13,6,42,54.65,37057,3,25,5,HIGH,1,1
MARRIED,California,15729,4,5000,4600,1,1,57083,M,Creative Media,1500,West,1,5000,No,13,1,31,54.16,34120,1,17645,5,HIGH,1,1
SINGLE,New York,0,2,600,0,0,0,65302,M,Healthcare,1500,NorthEast,1,600,No,4,1,40,53.15,3264,0,2755,2,VERY HIGH,1,1
SINGLE,California,0,2,0,0,0,0,55910,M,Finance,1500,West,0,0,No,4,1,23,53.09,533,0,25,1,MEDIUM,0,1
SINGLE,California,0,2,0,0,0,0,56255,M,Healthcare,1500,West,0,0,No,0,1,23,53.06,507,0,25,0,MEDIUM,0,1
MARRIED,Michigan,0,3,700,0,3,0,56068,M,Undefined,1500,Midwest,1,700,No,0,1,32,53.06,506,0,25,0,HIGH,1,1
SINGLE,California,0,3,418,0,3,0,60675,M,Undefined,1500,West,1,418,No,0,1,35,53.06,0,0,25,0,HIGH,1,1
DIVORCED,Ohio,0,5,2300,3301,5,0,68031,F,Public Safety,800,Midwest,1,1,No,3,1,43,54.42,1041,1,505,5,HIGH,1,1
DIVORCED,Illinois,0,5,4200,0,5,1,66058,M,IT,1500,Midwest,1,4200,No,0,1,37,53.06,506,0,25,0,MEDIUM,1,1
MARRIED,California,0,3,1000,0,3,0,69995,M,IT,1000,West,2,1000,No,1,1,0,53.07,0,0,25,1,LOW,2,1
SINGLE,Michigan,0,2,616,0,2,0,68036,M,Customer Service,700,Midwest,2,616,No,0,1,40,53.06,0,0,25,0,VERY HIGH,2,1
SINGLE,New York,0,3,200,750,3,0,60665,M,IT,1000,NorthEast,1,200,No,4,1,24,53.13,0,3,25,2,HIGH,1,1
MARRIED,Minnesota,0,3,800,0,3,0,61719,M,Healthcare,1000,West,1,800,No,6,1,28,53.08,170,0,25,1,HIGH,1,1
SINGLE,New York,0,3,0,700,3,0,60981,M,IT,1000,NorthEast,0,0,Yes,7,1,21,53.38,1378,3,1249,3,LOW,0,1
MARRIED,Florida,0,5,1000,500,5,1,60545,F,Undefined,700,South,1,1000,No,16,1,32,53.58,834,2,552,4,MEDIUM,1,1
WIDOWED,Utah,0,1,8000,22000,1,1,84307,F,Undefined,4000,Southwest,1,5000,Yes,1,2,51,58.04,6613,5,25,6,HIGH,1,1
SINGLE,Utah,0,2,0,400,0,0,62466,M,Creative Media,700,Southwest,0,0,No,0,1,71,53.06,505,2,25,0,HIGH,0,1
SINGLE,Utah,0,2,0,0,0,0,65451,M,Administrative and Clerical,1000,Southwest,0,0,No,1,1,0,53.07,505,1,25,1,LOW,0,1
DIVORCED,District of Columbia,0,1,2536,0,1,0,70871,F,Customer Service,1000,NorthEast,1,2536,No,0,1,35,53.06,0,1,25,0,HIGH,1,1
SINGLE,New York,0,3,340,0,3,0,64707,M,Undefined,700,NorthEast,1,340,No,0,1,36,53.07,0,0,25,1,HIGH,1,1
MARRIED,New York,0,3,1000,0,3,1,66248,M,Healthcare,700,NorthEast,1,1000,No,2,1,35,53.1,0,0,25,2,MEDIUM,1,1
SINGLE,Oklahoma,0,3,250,0,3,0,57709,M,IT,1000,Midwest,1,250,No,0,1,26,50.71,0,1,25,2,HIGH,1,1
SINGLE,New York,0,3,517,550,3,0,69082,M,IT,1000,NorthEast,1,517,No,10,1,29,53.2,3396,2,3385,3,HIGH,1,1
DIVORCED,New York,0,1,2000,0,1,0,61964,F,IT,1000,NorthEast,1,2000,No,2,1,38,53.08,1331,1,1314,1,HIGH,1,1
SINGLE,New York,0,3,0,550,3,1,61397,M,IT,1000,NorthEast,0,0,No,16,2,29,53.59,7690,2,7265,4,LOW,0,1
SINGLE,Florida,0,1,0,0,1,0,63429,M,Healthcare,700,South,0,0,No,1,1,40,53.07,0,0,25,1,MEDIUM,0,0
SINGLE,New York,0,1,175,0,1,0,68017,M,Undefined,800,NorthEast,1,175,No,1,1,42,53.14,0,0,25,2,HIGH,1,1
MARRIED,California,0,3,1000,1200,3,1,64668,M,Customer Service,1500,West,1,1000,Yes,4,1,40,53.5,724,3,451,4,MEDIUM,1,1
MARRIED,New York,0,1,1200,500,1,1,71507,F,Construction and Trades,1500,NorthEast,2,1200,Yes,12,1,38,54.16,166,2,25,5,VERY HIGH,2,1
DIVORCED,New York,0,1,2543,0,1,1,68827,F,Customer Service,800,NorthEast,1,2543,No,0,1,45,53.13,261,1,25,2,HIGH,1,1
SINGLE,New York,0,3,0,250,3,0,57171,M,IT,1000,NorthEast,0,0,Yes,4,1,23,53.15,141,2,25,2,LOW,0,1
MARRIED,California,0,1,8500,5000,1,1,60559,F,Undefined,5000,West,1,1000,Yes,15,2,35,54.33,1143,4,25,5,HIGH,1,1
DIVORCED,District of Columbia,0,3,2800,2200,3,0,62594,M,Undefined,1500,NorthEast,1,400,Yes,2,1,33,53.08,507,1,25,1,HIGH,1,1
MARRIED,District of Columbia,0,1,1667,2300,1,1,55175,M,Customer Service,1500,NorthEast,1,1667,Yes,9,1,44,53.82,2209,1,808,4,MEDIUM,1,1
SINGLE,Illinois,0,3,0,500,3,0,68127,M,IT,1000,Midwest,0,0,Yes,17,1,23,53.37,128,2,25,3,MEDIUM,0,1
MARRIED,North Carolina,0,1,1500,500,1,0,67149,M,IT,1500,South,1,1500,Yes,0,1,34,53.13,0,2,25,2,HIGH,1,1
MARRIED,California,0,1,850,450,1,1,67732,M,Undefined,1000,West,1,850,No,1,1,29,53.47,1068,2,239,4,HIGH,1,1
DIVORCED,Michigan,0,4,3533,5100,1,1,69479,F,Construction and Trades,2000,Midwest,1,1000,No,16,1,53,53.76,3107,3,2814,4,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,0,60962,M,Construction and Trades,1000,Midwest,0,0,No,2,1,29,53.16,0,0,25,2,LOW,0,0
SINGLE,Michigan,0,2,0,0,0,0,67941,M,Construction and Trades,600,Midwest,0,0,No,0,1,48,53.06,0,0,25,0,HIGH,0,0
MARRIED,Michigan,0,1,1000,500,1,0,65039,F,IT,1000,Midwest,1,1000,No,3,1,22,53.0,503,2,488,2,HIGH,1,1
MARRIED,Wisconsin,0,3,1205,0,3,0,58119,F,Customer Service,1500,Midwest,1,1205,No,2,1,28,53.12,0,1,25,2,HIGH,1,1
MARRIED,California,10105,4,710,1050,4,1,61505,M,Healthcare,600,West,1,200,No,8,1,31,53.64,10800,3,25,4,MEDIUM,1,1
MARRIED,Minnesota,0,5,1500,1171,5,1,59967,F,Customer Service,1500,West,1,371,Yes,4,1,31,53.21,650,3,28,3,MEDIUM,1,1
DIVORCED,District of Columbia,0,1,4376,15280,1,1,63987,F,Undefined,800,NorthEast,1,2600,Yes,13,0,49,54.1,6929,3,25,5,HIGH,1,1
MARRIED,New York,0,1,1245,0,1,1,62869,M,IT,700,NorthEast,1,1245,No,1,1,36,53.06,0,0,25,0,HIGH,1,1
SINGLE,District of Columbia,0,2,540,760,2,1,65855,M,Customer Service,1000,NorthEast,1,540,Yes,4,8,28,53.44,356,3,25,4,MEDIUM,1,1
MARRIED,Michigan,0,2,1500,0,0,1,65041,M,Construction and Trades,900,Midwest,1,1500,No,1,1,40,53.17,1008,1,25,2,HIGH,1,1
SINGLE,California,0,2,0,0,0,0,58161,M,Healthcare,900,West,0,0,No,0,1,31,53.06,504,0,25,0,MEDIUM,0,1
SINGLE,California,0,3,0,700,3,1,63291,M,IT,900,West,0,0,Yes,4,1,34,53.87,236,3,25,4,LOW,0,1
MARRIED,New York,0,1,6000,5100,1,1,102324,F,Undefined,5000,NorthEast,1,1000,Yes,2,1,38,56.03,2694,4,25,6,VERY HIGH,1,1
SINGLE,New York,0,3,0,750,3,0,65504,M,IT,1000,NorthEast,0,0,Yes,3,4,22,53.04,222,3,25,2,MEDIUM,0,1
SINGLE,Washington,0,3,0,0,3,0,59434,M,IT,700,West,0,0,No,1,4,35,53.07,0,1,25,1,LOW,0,0
MARRIED,New York,0,1,1000,600,1,0,61353,F,Undefined,1000,NorthEast,1,1000,Yes,6,4,30,54.24,215,2,25,5,HIGH,1,1
DIVORCED,California,0,1,0,19200,1,1,67232,F,IT,1000,West,0,4300,Yes,4,0,70,60.07,10075,2,65,7,MEDIUM,0,1
MARRIED,Nevada,0,1,1100,800,1,0,60221,F,IT,700,Southwest,1,1100,No,3,4,36,52.97,894,3,854,2,HIGH,1,1
DIVORCED,Michigan,0,4,2000,1201,3,1,59601,F,Creative Media,1000,Midwest,2,2000,No,6,4,52,53.98,17313,3,16735,5,VERY HIGH,2,1
MARRIED,Michigan,0,1,922,650,1,0,60186,F,Creative Media,700,Midwest,1,922,Yes,9,4,70,53.7,126,2,38,4,VERY HIGH,1,1
SINGLE,New York,0,3,0,600,3,0,63163,M,IT,1000,NorthEast,0,0,Yes,16,2,22,53.2,0,2,25,3,LOW,0,0
SINGLE,Florida,0,3,0,650,3,1,66450,M,IT,700,South,0,0,Yes,16,4,32,53.59,321,2,25,4,LOW,0,1
MARRIED,New York,0,3,1050,0,3,0,63465,M,Administrative and Clerical,1000,NorthEast,1,1050,No,0,1,0,53.06,0,0,25,0,LOW,1,1
DIVORCED,California,26420,1,4500,13700,1,1,61925,F,Administrative and Clerical,3000,West,2,2700,No,15,1,55,54.35,26946,3,25,5,VERY HIGH,2,1
SINGLE,California,0,2,0,0,0,0,59593,M,Undefined,600,West,0,0,No,0,1,35,53.06,0,0,25,0,MEDIUM,0,0
MARRIED,New York,0,1,700,0,1,1,67672,F,Construction and Trades,600,NorthEast,1,700,No,3,1,37,53.0,8624,1,6108,2,HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,68082,M,Administrative and Clerical,1500,NorthEast,0,0,No,0,1,0,53.06,507,0,25,0,LOW,0,1
SINGLE,Michigan,0,1,184,0,1,0,53022,M,Undefined,2500,Midwest,1,184,No,0,1,35,53.05,0,0,25,2,HIGH,1,1
SINGLE,Michigan,0,3,0,500,3,0,57369,M,Finance,1000,Midwest,0,0,Yes,13,1,26,53.19,162,2,25,3,LOW,0,1
MARRIED,California,0,5,700,0,5,0,63348,F,Undefined,1000,West,1,700,No,7,3,24,53.03,0,0,25,2,MEDIUM,1,1
MARRIED,District of Columbia,0,3,1500,1600,3,1,73986,M,Transportation,1500,NorthEast,1,1500,Yes,10,1,32,55.5,926,1,25,6,HIGH,1,1
DIVORCED,Florida,0,4,4750,8390,4,0,88605,F,Administrative and Clerical,3000,South,1,2000,Yes,10,4,44,58.34,5748,4,25,6,VERY HIGH,1,1
MARRIED,Michigan,0,3,1000,1000,3,1,69300,M,IT,1000,Midwest,1,1000,Yes,18,4,27,53.73,587,3,327,4,MEDIUM,1,1
SINGLE,California,0,3,0,251,3,0,65274,M,IT,600,West,0,0,No,10,7,35,53.18,404,2,25,3,MEDIUM,0,1
SINGLE,Texas,0,3,0,700,3,0,63965,M,IT,1000,Southwest,0,0,Yes,2,1,25,53.32,161,3,25,3,LOW,0,1
WIDOWED,New York,0,1,7818,10000,1,0,108662,F,Creative Media,5000,NorthEast,1,500,No,4,2,50,54.05,7381,4,25,5,VERY HIGH,1,1
DIVORCED,Missouri,37845,2,2100,7500,0,1,64987,M,Undefined,1500,Midwest,1,2000,No,13,1,47,55.04,38687,4,25,5,HIGH,1,1
SINGLE,California,3493,2,0,0,0,1,70285,M,Customer Service,1500,West,0,0,No,2,2,26,53.02,4598,1,25,2,MEDIUM,0,1
MARRIED,New York,0,2,1500,0,2,1,63109,F,Customer Service,500,NorthEast,1,1500,No,3,1,53,53.11,890,2,25,2,HIGH,1,1
DIVORCED,Colorado,45959,4,1930,5883,3,1,65929,M,Undefined,1200,West,1,1333,No,5,2,41,57.11,56601,2,25,6,MEDIUM,1,1
SINGLE,New York,0,2,0,10378,0,0,69479,M,Healthcare,1000,NorthEast,0,3189,No,2,2,29,53.03,1390,4,263,2,MEDIUM,0,1
SINGLE,Michigan,0,3,0,250,3,0,70680,M,IT,1000,Midwest,0,0,Yes,4,1,20,53.19,204,2,25,3,MEDIUM,0,1
DIVORCED,New York,0,1,2500,2000,1,1,72084,M,Transportation,1500,NorthEast,1,2500,No,12,1,46,53.16,1378,1,928,2,HIGH,1,1
MARRIED,New York,0,3,1250,0,3,1,76129,M,Healthcare,1500,NorthEast,1,1250,No,2,1,44,53.07,229,1,217,1,HIGH,1,1
SINGLE,Louisiana,0,3,0,0,3,0,64919,M,IT,1000,South,0,0,No,4,1,24,53.07,0,1,25,1,MEDIUM,0,0
SINGLE,California,0,3,400,0,3,1,70718,M,Customer Service,1000,West,2,400,No,2,1,21,53.06,0,0,25,0,VERY HIGH,2,1
SINGLE,District of Columbia,0,3,0,750,3,1,65357,M,IT,1000,NorthEast,0,0,Yes,4,9,22,53.02,477,1,25,2,LOW,0,1
SINGLE,Michigan,0,3,0,250,3,1,69125,M,IT,1000,Midwest,0,0,Yes,3,1,24,53.19,443,2,166,3,LOW,0,1
DIVORCED,New York,0,1,3000,0,1,0,66036,F,IT,1000,NorthEast,1,3000,No,1,1,52,53.08,0,1,28,1,VERY HIGH,1,1
SINGLE,New York,0,3,0,0,3,1,60015,M,IT,1000,NorthEast,0,0,No,11,1,21,53.43,117,1,25,4,LOW,0,1
MARRIED,Alabama,0,1,1600,0,1,1,62758,F,Undefined,1000,South,1,1600,No,5,1,25,53.3,140,1,25,3,MEDIUM,1,1
SINGLE,Ohio,0,3,0,250,3,0,58639,M,IT,1000,Midwest,0,0,No,6,1,22,53.12,0,2,25,2,LOW,0,0
SINGLE,Florida,0,4,250,0,4,0,66443,M,IT,1000,South,1,250,No,12,4,19,52.21,0,1,25,2,HIGH,1,1
SINGLE,Michigan,0,3,0,0,3,0,61243,M,IT,1000,Midwest,0,0,No,1,4,21,53.08,0,0,25,1,LOW,0,0
MARRIED,Michigan,0,1,1272,0,1,0,56718,M,Healthcare,1500,Midwest,1,1272,No,0,4,27,53.06,0,1,25,0,HIGH,1,1
MARRIED,New York,0,3,900,500,3,0,70450,M,Undefined,1000,NorthEast,1,900,No,3,4,24,53.47,457,2,449,4,HIGH,1,1
MARRIED,New York,0,4,1000,0,4,0,59827,M,Healthcare,1000,NorthEast,1,1000,No,5,4,36,53.07,0,0,25,1,HIGH,1,1
MARRIED,New York,0,5,700,250,5,0,68133,F,IT,1000,NorthEast,1,700,No,10,4,19,53.01,0,2,25,2,MEDIUM,1,1
MARRIED,Nevada,0,4,12500,8200,4,1,67750,F,IT,5000,Southwest,1,3000,Yes,2,4,29,57.88,4792,4,25,6,MEDIUM,1,1
MARRIED,California,0,3,700,0,3,0,66658,M,Customer Service,600,West,1,700,No,7,2,31,52.98,360,1,25,2,HIGH,1,1
SINGLE,Nevada,0,3,0,500,3,0,69482,M,IT,1000,Southwest,0,0,Yes,9,3,26,53.27,230,2,25,3,MEDIUM,0,1
SINGLE,Michigan,0,3,0,500,3,0,61853,M,IT,1000,Midwest,0,0,No,2,4,20,52.98,474,2,383,2,LOW,0,1
SINGLE,New York,0,3,0,500,3,0,65545,M,IT,1000,NorthEast,0,0,No,1,4,22,53.2,0,2,25,3,MEDIUM,0,0
SINGLE,New York,0,3,0,0,3,0,66102,M,IT,1000,NorthEast,0,0,No,1,4,21,55.97,0,1,25,6,MEDIUM,0,0
MARRIED,New York,0,2,1500,10000,2,1,69706,F,IT,1500,NorthEast,1,4000,No,3,1,42,52.94,4643,4,168,2,HIGH,1,1
SINGLE,Michigan,0,3,400,200,3,0,68773,M,Undefined,1500,Midwest,1,400,Yes,9,3,22,53.27,106,1,25,3,HIGH,1,1
DIVORCED,District of Columbia,0,4,3969,4350,3,1,76466,F,Customer Service,2000,NorthEast,1,750,No,3,1,42,55.7,16728,2,6182,6,HIGH,1,1
WIDOWED,California,92,1,6800,20158,1,1,59037,M,Undefined,1300,West,1,5079,No,13,1,49,54.36,8115,2,7505,5,HIGH,1,1
SINGLE,New York,0,2,0,0,0,0,71413,M,Construction and Trades,1000,NorthEast,0,0,No,1,1,23,53.06,0,0,25,0,MEDIUM,0,0
SINGLE,District of Columbia,0,3,250,500,3,0,68273,M,IT,1000,NorthEast,1,250,Yes,5,1,21,53.28,0,2,25,3,HIGH,1,1
SINGLE,California,0,3,0,540,3,1,69423,M,IT,1000,West,0,0,Yes,6,1,19,53.35,253,2,73,3,LOW,0,1
DIVORCED,New York,0,1,2000,1249,1,1,61988,F,IT,500,NorthEast,2,2000,Yes,3,6,42,53.66,2083,3,1426,4,VERY HIGH,2,1
MARRIED,Ohio,0,1,1400,1200,1,0,60198,M,Administrative and Clerical,800,Midwest,2,1400,Yes,3,6,44,55.2,1543,3,79,5,VERY HIGH,2,1
